Reservation_ID,Date,Time,Online,Customer_ID,No_show,count_persons
45,2025-01-09,13:30,True,SK4478,False,6
46,2025-05-02,15:30,True,AC9723,False,4
47,2025-05-30,21:30,True,SA1191,False,2
48,2025-01-04,17:30,True,EK3996,False,8
49,2024-12-01,23:00,False,KE3806,False,5
50,2025-03-26,12:30,True,NZ3854,False,7
51,2025-02-25,17:30,True,LH5968,False,6
52,2025-04-12,21:00,False,TG1883,False,3
53,2025-01-04,18:00,True,BA2318,False,3
54,2025-01-15,20:30,True,QF9225,False,2
55,2024-12-21,16:30,True,AM8781,False,3
56,2025-01-01,22:00,True,SK8026,False,2
57,2025-01-13,17:30,False,UA5241,False,6
58,2025-05-16,14:00,True,AZ3269,False,3
59,2025-02-07,14:00,True,KE3610,True,7
60,2025-01-01,11:30,False,AV8998,False,6
61,2024-12-10,21:30,True,TG8950,False,5
62,2025-02-06,17:00,False,SQ4965,False,4
63,2025-02-02,12:00,True,AI3208,False,6
64,2025-04-12,11:30,True,NH7897,False,7
65,2025-01-04,21:30,True,AV9841,False,4
66,2025-04-25,16:00,False,SQ1881,False,6
67,2025-01-24,20:00,True,UA7048,False,3
68,2025-05-14,11:30,False,AZ6073,False,4
69,2025-01-09,15:00,False,LA7059,False,2
70,2025-02-09,12:00,True,AM7227,False,2
71,2025-05-14,12:00,False,AA6299,False,6
72,2025-01-13,23:30,False,SA8652,True,6
73,2025-05-30,14:00,True,EK9265,False,2
74,2025-05-07,12:00,True,LH9130,False,4
75,2025-01-03,23:30,False,KE1775,False,3
76,2025-02-10,22:30,True,QF3938,True,6
77,2025-01-12,11:30,False,AM8781,False,6
78,2025-04-29,18:00,True,ET6789,False,5
79,2025-03-21,14:30,False,LA6997,False,2
80,2025-02-16,18:30,False,NZ9504,False,8
81,2025-03-06,23:30,False,NZ9950,False,3
82,2024-12-20,12:30,False,DL1467,False,8
83,2025-02-22,14:00,True,UA6679,False,8
84,2025-04-23,19:30,True,AI3208,False,4
85,2025-05-30,21:30,False,LA4328,True,3
86,2025-03-11,20:30,True,UA4308,False,4
87,2025-01-15,14:00,False,CX9928,False,3
88,2025-03-12,16:00,True,NH2788,False,6
89,2024-12-30,15:00,True,DL5422,False,2
90,2025-01-22,22:30,False,LH6417,False,8
91,2025-03-31,23:00,False,SA4381,False,4
92,2025-04-20,16:30,False,UA3188,False,8
93,2024-12-03,21:00,True,CX6106,True,5
94,2025-05-13,13:00,False,QF1329,False,5
95,2025-04-16,11:30,True,CX3392,False,3
96,2025-01-19,22:00,False,AI2578,False,4
97,2025-03-09,18:00,False,QF3525,False,8
98,2025-05-30,13:30,False,LH2851,False,4
99,2025-02-28,19:00,True,IB7632,True,6
100,2025-01-18,23:30,False,ET6234,False,3
101,2025-05-15,17:30,False,ET5903,False,3
102,2025-03-03,14:00,False,QF4544,True,8
103,2025-03-03,19:00,False,QR1958,True,7
104,2025-03-17,14:00,False,LA3551,False,5
105,2025-04-18,18:30,False,TG4778,False,7
106,2024-12-21,22:30,False,SK4478,False,2
107,2025-01-24,11:00,True,DL9764,False,7
108,2025-01-12,19:30,True,IB9186,False,7
109,2025-04-08,23:00,False,SK5087,True,7
110,2024-12-13,18:30,True,BA3445,False,2
111,2025-03-04,16:00,True,QR4551,False,3
112,2024-12-16,11:30,True,DL5388,False,8
113,2025-02-05,17:30,True,SA2908,False,8
114,2024-12-25,15:30,True,AV9841,False,8
115,2025-01-11,16:00,True,SA9373,False,4
116,2024-12-28,23:30,False,KE8581,False,6
117,2025-02-13,22:30,True,SK7366,False,2
118,2025-01-20,15:30,True,ET6585,False,7
119,2025-03-02,13:30,False,WN7777,True,2
120,2024-12-24,15:30,True,AI5848,False,8
121,2025-04-29,14:00,False,WN1798,False,6
122,2024-12-03,15:00,False,QF5738,False,8
123,2025-02-11,13:30,True,AV9841,False,3
124,2024-12-19,18:00,True,NZ9504,False,5
125,2025-03-09,12:00,False,NZ6282,False,4
126,2025-05-15,11:00,True,AV9841,False,4
127,2025-04-11,11:00,False,AV8368,True,6
128,2025-02-07,13:00,False,WN2597,False,4
129,2024-12-16,15:30,True,NZ5033,False,7
130,2025-05-17,14:30,True,AA7291,False,8
131,2025-03-14,22:30,True,AM7295,False,7
132,2024-12-19,21:00,False,DL1467,False,6
133,2025-03-24,13:00,True,DL7405,False,3
134,2025-01-04,17:30,True,QF4447,False,8
135,2025-04-30,20:30,True,QR4142,False,7
136,2025-01-01,11:30,False,AI6358,False,2
137,2024-12-23,22:00,False,AA5573,False,6
138,2025-01-19,22:00,True,AI2948,False,4
139,2024-12-18,18:00,False,WN1387,False,3
140,2025-04-30,19:00,False,WN7777,False,3
141,2025-02-05,18:30,False,LA3971,False,2
142,2025-04-12,16:00,False,DL3679,False,8
143,2025-01-08,17:30,False,KE3621,False,8
144,2025-04-23,20:30,False,KL8738,True,3
145,2025-02-10,23:00,False,AV4168,False,4
146,2025-05-16,21:30,False,AM2494,True,7
147,2025-05-23,22:30,True,KL2846,False,7
148,2025-01-13,14:00,True,QF3279,False,2
149,2025-03-07,16:00,False,LH3978,False,7
150,2025-01-26,18:00,False,AC6909,False,5
151,2025-03-31,14:00,True,LH8174,False,3
152,2025-01-14,11:30,True,EK9505,False,5
153,2025-04-15,13:00,True,AI1298,True,2
154,2025-04-25,23:30,True,SQ3139,False,8
155,2025-04-07,16:30,False,NZ7385,False,4
156,2025-05-04,16:30,False,WN3136,False,4
157,2024-12-28,22:00,False,AI6847,False,5
158,2025-05-01,21:30,False,IB7731,False,2
159,2025-05-06,15:00,True,AI2709,True,8
160,2024-12-28,23:00,False,NH4540,False,5
161,2025-04-14,17:30,True,TG4099,False,5
162,2025-02-16,17:00,True,SK2088,False,4
163,2025-05-12,19:30,False,KE7078,False,6
164,2025-03-19,19:00,False,NH1283,False,6
165,2024-12-22,12:30,True,AA5870,False,8
166,2025-05-10,20:00,True,TG8972,False,3
167,2025-02-11,12:30,False,BA3445,False,6
168,2024-12-08,22:00,True,KL3471,False,3
169,2025-03-15,21:30,True,NH9885,False,7
170,2025-04-04,19:00,True,ET1547,False,2
171,2024-12-23,15:30,False,QR5364,False,3
172,2025-03-28,19:00,False,IB7458,False,3
173,2024-12-26,15:00,True,NZ4633,False,2
174,2025-01-18,21:00,False,NZ5573,False,6
175,2024-12-07,23:30,False,QR2866,False,5
176,2025-04-09,13:30,True,IB4266,False,7
177,2025-04-22,21:30,True,AA8959,False,3
178,2025-05-16,18:30,True,NH9411,True,3
179,2024-12-06,12:30,True,EK2255,False,8
180,2025-02-06,15:30,True,KE1537,False,8
181,2025-04-19,11:30,True,KE2894,False,8
182,2025-03-08,13:30,True,CX6773,False,5
183,2025-02-27,13:30,False,QR1864,False,4
184,2025-01-10,12:30,False,SA2613,False,2
185,2024-12-09,15:00,True,SK7657,True,2
186,2025-02-12,11:30,False,LA4064,False,7
187,2025-03-03,22:30,True,CX6773,False,3
188,2025-05-10,19:00,True,NH8525,False,4
189,2025-01-05,21:00,True,WN7757,False,5
190,2025-03-07,12:30,True,SK4698,False,6
191,2024-12-02,19:00,True,BA2226,False,4
192,2025-03-12,18:30,False,EK8611,False,2
193,2024-12-05,17:30,True,SK4476,False,5
194,2025-03-02,12:00,False,SQ3366,False,7
195,2024-12-20,15:30,False,WN3418,False,4
196,2025-05-16,23:00,True,AZ7452,False,3
197,2025-05-13,21:00,True,AV4476,False,4
198,2025-01-12,11:00,True,AC7203,False,4
199,2025-05-19,21:00,True,SK7279,False,2
200,2025-02-10,15:30,True,SA4919,False,2
201,2025-05-13,22:30,False,KL7820,False,5
202,2025-02-26,23:30,True,KL9931,False,2
203,2025-05-24,15:30,True,AA4011,False,5
204,2025-04-04,13:00,True,SA6768,False,8
205,2025-01-10,17:00,True,NZ9485,True,7
206,2025-04-12,12:30,False,EK5372,False,3
207,2025-02-23,20:30,False,NZ2559,True,4
208,2024-12-27,13:00,True,IB7458,False,7
209,2024-12-15,22:30,True,SQ2999,False,3
210,2025-01-20,18:30,False,NH9186,False,8
211,2025-03-15,12:30,True,AC1668,False,4
212,2025-04-23,22:30,False,WN2597,False,8
213,2025-03-20,11:00,False,NH9411,False,3
214,2025-03-29,23:30,False,EK5372,False,3
215,2025-04-15,23:00,False,LH3536,False,5
216,2025-03-22,19:00,False,BA4570,False,4
217,2025-03-01,18:30,False,QR1805,False,7
218,2025-02-19,12:30,False,SK8026,False,8
219,2025-01-13,23:00,True,SK8133,False,2
220,2025-01-27,20:00,False,QF9924,False,5
221,2025-03-03,16:00,False,EK4610,False,5
222,2025-03-05,20:30,False,TG1041,False,5
223,2025-04-29,19:00,True,BA3470,False,2
224,2025-03-07,19:00,False,AC9073,False,2
225,2025-03-31,20:30,False,EK1896,False,6
226,2024-12-01,14:00,True,AV4492,False,3
227,2025-04-15,21:30,True,DL7405,False,5
228,2025-03-27,17:00,True,LA1925,False,2
229,2024-12-02,22:30,True,KL8738,False,2
230,2025-01-05,16:30,True,AF4268,False,8
231,2025-01-03,20:00,True,UA4725,True,5
232,2024-12-18,18:00,False,SK4469,False,3
233,2025-05-20,13:30,True,TG1041,False,4
234,2025-01-24,13:30,True,KE7078,False,7
235,2025-05-10,22:30,True,KL6936,False,8
236,2024-12-25,17:30,True,NH8541,False,5
237,2025-02-20,13:30,False,AV9841,False,2
238,2025-05-06,21:30,True,CX9836,False,5
239,2024-12-25,17:00,False,EK7843,False,2
240,2024-12-29,11:00,True,ET6380,False,7
241,2025-05-23,19:00,False,EK2269,False,6
242,2025-05-09,15:00,True,UA8484,False,7
243,2025-05-16,15:30,False,LH3978,False,4
244,2025-04-22,22:30,False,NZ3854,False,4
245,2024-12-17,18:30,True,WN8141,False,3
246,2025-01-05,12:00,True,NH7897,False,3
247,2025-01-25,23:30,False,AV8641,False,7
248,2025-02-15,18:30,False,AC2407,False,6
249,2025-02-08,17:30,False,DL5644,False,6
250,2024-12-07,22:00,True,UA6565,False,3
251,2025-01-12,22:30,True,AV9052,False,6
252,2025-03-12,14:30,True,EK8611,False,8
253,2025-01-04,21:00,False,NZ2874,True,6
254,2025-03-11,13:00,False,NH5575,False,2
255,2025-03-14,19:00,False,AZ2999,False,8
256,2025-02-06,11:00,True,AM7227,False,4
257,2025-04-20,13:00,False,AM1013,False,7
258,2025-04-16,15:00,False,IB5029,True,8
259,2025-04-22,15:30,True,QF4447,False,2
260,2025-03-21,18:00,True,IB1555,False,2
261,2025-03-30,12:30,False,WN7860,False,3
262,2025-01-28,11:30,False,QF3279,False,2
263,2024-12-28,22:00,False,LA5570,False,7
264,2025-05-22,17:00,True,DL7405,False,5
265,2024-12-07,21:30,True,AF9744,True,8
266,2025-01-10,11:00,False,AA4462,False,6
267,2025-04-27,19:30,True,LA9766,False,2
268,2024-12-12,17:00,False,LA8757,True,2
269,2025-05-24,14:00,False,TG5589,False,4
270,2025-05-31,14:30,True,AZ2082,False,6
271,2025-04-01,16:30,False,CX9928,False,4
272,2025-04-04,17:30,False,UA1158,False,5
273,2025-05-28,18:30,False,DL4188,False,4
274,2025-04-21,18:00,True,IB7853,False,8
275,2024-12-14,23:00,True,WN7777,False,7
276,2025-03-24,14:30,False,SK3209,False,4
277,2024-12-25,14:30,True,SK4098,False,4
278,2025-05-30,12:00,True,LA3551,False,5
279,2025-01-26,15:30,True,LA9176,True,4
280,2024-12-23,18:00,False,SA7749,False,3
281,2025-04-07,15:30,True,KE2015,False,7
282,2025-05-17,13:30,False,SK4478,False,3
283,2025-03-02,21:30,True,NH6266,False,5
284,2024-12-24,19:00,True,AI6847,False,8
285,2025-05-23,18:30,True,QR6930,False,8
286,2025-01-19,16:30,False,SA8121,False,8
287,2025-01-22,14:30,False,WN2810,False,3
288,2024-12-03,20:30,False,EK8571,False,3
289,2025-04-27,18:30,False,CX8353,True,7
290,2025-03-08,23:00,False,WN2810,False,5
291,2025-01-03,17:00,False,QF1789,False,4
292,2025-02-24,23:00,False,AZ5063,False,8
293,2025-04-24,14:30,False,AZ2284,False,7
294,2025-01-23,19:30,True,DL6351,False,8
295,2025-02-15,15:30,False,UA6679,True,5
296,2025-04-28,17:30,True,KL6936,False,4
297,2025-02-19,23:30,True,NZ9950,False,2
298,2024-12-22,19:00,True,AM9222,False,2
299,2025-01-14,11:00,False,KE6665,False,7
300,2025-04-01,16:00,False,TG4099,False,5
301,2025-05-07,18:00,True,QR9258,False,8
302,2025-03-25,18:30,True,AM2109,False,3
303,2025-02-09,12:00,False,SQ9977,False,7
304,2025-05-30,14:00,True,SQ1726,False,8
305,2025-05-21,15:30,True,KE9821,False,3
306,2025-02-08,22:00,False,AA4011,False,8
307,2025-02-03,11:30,True,UA4772,True,5
308,2025-05-13,15:30,False,QR5279,False,6
309,2025-02-05,20:30,False,SA8371,False,4
310,2025-04-12,21:00,False,SK7657,False,8
311,2024-12-23,12:00,False,QR9037,False,4
312,2024-12-08,18:00,True,KL2424,False,5
313,2024-12-27,16:30,True,UA7048,False,4
314,2025-04-09,11:00,True,BA2318,False,2
315,2025-05-06,11:00,False,KL5155,True,4
316,2025-01-02,12:30,False,CX2657,False,4
317,2025-04-08,11:30,True,AV8368,False,5
318,2025-03-15,19:30,False,AZ2082,False,4
319,2025-03-25,13:00,False,QF3876,False,2
320,2025-04-29,12:30,False,WN5349,False,6
321,2025-04-12,21:30,False,DL6866,False,4
322,2025-03-03,20:30,True,AZ5379,False,4
323,2024-12-01,19:30,False,AZ3137,False,3
324,2025-05-07,11:30,False,NZ3240,True,5
325,2025-01-20,23:00,False,TG4764,False,3
326,2025-01-02,21:30,True,AC3188,True,3
327,2024-12-16,12:30,True,LH9308,False,4
328,2025-01-20,19:00,True,NZ2829,False,5
329,2025-02-08,14:30,True,AA6867,False,7
330,2025-02-23,13:30,True,IB8526,False,3
331,2025-05-02,15:00,True,IB4367,False,8
332,2025-05-03,21:00,True,AF8924,False,6
333,2025-02-06,19:30,False,AI6847,False,8
334,2025-05-03,19:00,False,AV6446,False,5
335,2025-04-22,22:30,True,QF8693,False,7
336,2025-05-17,16:00,False,KE5876,False,4
337,2025-02-06,23:00,True,WN5923,True,2
338,2025-05-25,20:00,True,SA4339,False,5
339,2025-01-21,18:30,True,AA6867,False,8
340,2024-12-10,20:00,True,AA3897,False,6
341,2025-03-24,17:30,True,QF7381,False,4
342,2024-12-31,18:30,False,AV4476,True,4
343,2025-04-29,21:00,True,QF3279,False,2
344,2025-01-15,19:30,False,EK3918,False,2
345,2025-04-16,15:00,False,AV6156,False,6
346,2024-12-03,21:30,True,QF6015,False,3
347,2025-05-19,14:00,True,SK5087,False,4
348,2025-02-28,22:30,False,SA5091,False,5
349,2024-12-05,15:30,True,KL8568,True,2
350,2025-01-10,13:00,True,AM1251,True,4
351,2025-04-03,15:30,False,WN9844,True,6
352,2025-04-12,18:30,False,IB5567,False,4
353,2025-05-01,11:00,False,LH5385,False,6
354,2024-12-10,16:30,True,QF5718,True,4
355,2024-12-02,19:30,False,BA5347,False,7
356,2025-02-05,15:30,False,SK4886,False,8
357,2025-01-23,22:00,False,DL5702,False,2
358,2025-02-05,23:00,False,NH2788,False,2
359,2024-12-22,18:30,False,AZ3137,False,7
360,2024-12-09,16:30,True,NZ5033,False,2
361,2025-02-25,17:00,True,SA1026,False,3
362,2025-03-23,21:30,True,DL1701,False,7
363,2025-01-11,12:30,False,AA1003,True,8
364,2024-12-31,14:30,True,KE1663,False,7
365,2025-05-03,12:30,False,SA5035,False,3
366,2025-02-26,12:00,False,LA3551,False,4
367,2024-12-24,20:00,False,SA4381,False,4
368,2025-01-14,14:30,False,KE1537,False,5
369,2024-12-27,15:00,False,BA4570,False,7
370,2025-04-09,20:30,False,UA8235,False,2
371,2024-12-24,16:00,True,ET3206,False,6
372,2025-01-28,18:30,True,UA3188,False,4
373,2025-03-08,12:00,False,SQ3366,True,2
374,2025-03-01,11:00,True,AI8330,False,4
375,2025-03-17,15:30,True,SK4478,False,4
376,2025-02-21,17:30,True,NZ3102,False,7
377,2025-04-26,11:00,True,NH2293,False,3
378,2025-05-06,13:30,True,LH5685,False,6
379,2025-03-01,22:00,True,AV2754,False,8
380,2025-03-29,21:30,False,LH9308,False,4
381,2025-03-30,18:00,False,BA8026,False,6
382,2025-02-04,13:30,False,TG4778,False,4
383,2025-04-10,21:00,True,NZ8627,False,7
384,2025-05-09,12:30,False,SK4657,False,5
385,2024-12-04,22:30,False,UA7048,False,4
386,2025-03-21,17:30,True,DL8321,False,2
387,2025-04-10,13:30,False,EK2700,False,4
388,2025-03-24,16:30,True,SK4476,False,5
389,2025-02-20,20:00,False,SK7366,False,8
390,2025-03-07,14:30,False,AA7149,False,3
391,2025-02-05,11:30,False,AV4168,False,2
392,2025-01-25,13:00,True,AI2709,True,4
393,2025-04-27,15:30,True,SK7279,False,6
394,2025-04-30,18:00,True,KE8581,False,3
395,2025-03-30,17:00,False,DL5812,False,2
396,2024-12-27,17:30,False,NH7193,False,4
397,2025-04-18,20:00,False,AZ3269,False,8
398,2025-04-11,23:30,True,DL5422,False,2
399,2025-03-30,14:00,True,KE1663,False,3
400,2025-05-05,20:30,True,IB4266,False,2
401,2025-04-02,20:30,False,AI5828,False,5
402,2025-03-13,21:00,False,NH1283,False,3
403,2025-01-17,15:30,False,AI2578,False,8
404,2025-04-19,20:00,True,BA7761,False,8
405,2024-12-01,13:30,False,AA2358,False,6
406,2025-04-30,12:00,True,AM1862,False,2
407,2025-02-12,12:30,True,LA1017,False,3
408,2025-01-11,13:30,False,LH9806,False,6
409,2025-04-14,12:00,False,WN5405,True,8
410,2025-05-07,21:00,True,KE5890,False,6
411,2025-01-09,18:30,True,EK9741,False,5
412,2025-01-24,13:30,True,DL3866,False,3
413,2024-12-27,16:30,False,AZ4856,False,4
414,2025-01-21,18:30,False,SQ2197,False,3
415,2025-02-27,15:30,False,AV3679,False,4
416,2025-02-23,20:00,False,AV6609,False,5
417,2025-03-25,19:00,False,EK4332,False,3
418,2025-02-06,17:30,True,SK7657,False,3
419,2025-05-12,12:30,False,UA1148,False,5
420,2025-04-04,18:00,False,QF1326,False,6
421,2025-01-10,23:30,False,AI7764,False,8
422,2025-01-28,17:30,True,DL5812,False,2
423,2024-12-16,11:30,False,LH4336,False,8
424,2025-01-22,18:30,True,TG2002,True,5
425,2025-02-17,19:30,False,NZ6282,False,5
426,2025-02-09,16:00,True,BA6528,False,2
427,2025-01-11,18:00,True,LH9130,False,6
428,2025-04-19,22:00,True,AV1393,False,3
429,2025-02-08,23:00,False,KL5867,False,7
430,2025-03-26,17:00,False,AA6513,False,5
431,2025-05-23,15:30,False,TG2287,True,5
432,2025-04-24,13:00,True,ET4912,False,3
433,2025-04-29,13:30,False,AI7764,False,5
434,2025-01-03,13:00,True,TG1611,True,3
435,2025-01-13,19:00,True,AA4577,False,3
436,2025-04-27,16:30,True,ET6585,False,8
437,2024-12-18,20:00,False,WN5349,False,2
438,2025-01-21,19:30,False,SK4476,False,4
439,2025-05-16,11:30,True,AA9409,False,5
440,2025-02-08,22:00,False,QR2866,False,7
441,2025-01-26,18:30,True,QR4142,False,2
442,2025-04-04,13:00,False,QF9353,False,4
443,2025-03-11,15:00,False,AF4293,False,3
444,2024-12-13,15:30,False,LH5409,False,2
445,2025-04-14,14:30,False,LH3978,False,4
446,2025-02-09,17:00,True,AC9073,False,3
447,2024-12-25,22:00,False,AC4052,False,4
448,2025-01-21,11:00,True,AC7134,False,5
449,2025-02-13,15:30,True,NZ5365,False,7
450,2025-01-31,23:00,True,SK8375,False,7
451,2025-05-28,19:00,False,QR9090,False,4
452,2025-02-26,19:30,False,TG9120,False,2
453,2024-12-12,21:00,False,UA8537,False,2
454,2024-12-27,18:00,True,NZ3240,False,2
455,2024-12-02,17:30,False,UA1158,False,5
456,2025-01-08,12:00,False,AZ1940,False,3
457,2025-02-19,20:00,False,LA6997,False,6
458,2025-03-16,11:00,True,SA2305,False,6
459,2024-12-21,16:30,False,SK4469,False,2
460,2025-01-23,21:00,False,LA9322,False,7
461,2025-04-10,17:00,True,AA3897,False,4
462,2024-12-08,20:30,False,AM2109,False,4
463,2025-04-25,12:00,False,SK4129,True,2
464,2025-03-25,15:30,True,EK2255,False,3
465,2024-12-05,16:30,False,LH3543,True,4
466,2024-12-16,22:30,True,LA9817,False,4
467,2025-04-13,18:30,False,AA8853,False,6
468,2025-02-01,19:30,False,WN4429,False,2
469,2025-01-02,21:00,True,QF8693,False,6
470,2025-03-10,14:00,False,AV4492,False,3
471,2025-01-09,17:00,False,LA5423,False,8
472,2025-01-14,14:00,False,TG4764,False,8
473,2025-05-10,17:00,False,SA8070,False,5
474,2025-04-16,22:30,True,SA6127,False,6
475,2025-01-20,17:30,True,NZ6628,False,2
476,2025-01-21,15:00,False,NZ8627,True,7
477,2025-04-21,18:30,True,WN4957,False,8
478,2025-04-24,18:00,True,SQ2197,False,4
479,2025-03-31,16:30,True,AM7742,False,8
480,2024-12-14,11:30,True,KE1775,False,2
481,2024-12-06,19:00,True,KL8738,False,4
482,2025-02-03,18:30,False,BA7435,False,4
483,2025-01-16,11:00,True,SQ1881,False,5
484,2025-05-14,21:00,True,EK8611,False,2
485,2025-01-04,19:30,True,AC5771,False,7
486,2025-02-13,13:30,False,SA7986,False,6
487,2025-01-28,16:00,True,ET6157,False,2
488,2025-03-06,20:30,False,QR9090,False,4
489,2025-03-31,14:30,True,SK9831,False,7
490,2025-03-13,18:00,True,KL5799,False,2
491,2025-05-14,17:30,False,NZ7385,False,8
492,2025-01-18,16:30,False,EK8568,False,5
493,2025-03-31,18:00,True,AM9767,False,4
494,2024-12-02,12:00,False,UA3730,False,8
495,2024-12-10,17:00,False,KE1775,False,6
496,2025-05-03,17:00,False,QR4142,False,2
497,2024-12-05,20:00,True,LA5045,False,6
498,2025-05-28,22:00,True,TG3796,False,7
499,2024-12-02,11:30,True,TG3344,False,6
500,2025-03-11,15:00,False,EK1896,True,5
501,2025-01-17,13:00,True,NH2788,False,3
502,2025-03-04,19:00,True,LA1646,True,8
503,2024-12-08,11:00,True,AA7634,False,5
504,2025-02-20,20:00,True,AM8781,False,6
505,2025-03-14,21:30,False,BA7967,False,7
506,2025-02-20,20:00,True,UA3003,False,3
507,2025-03-22,22:00,False,SA7986,True,7
508,2024-12-31,16:30,False,QF3279,False,7
509,2025-05-04,21:30,False,AZ6073,False,7
510,2024-12-15,16:30,True,NH4125,False,5
511,2025-04-29,14:30,True,NH4005,False,5
512,2025-01-29,11:00,True,AZ3842,False,2
513,2025-01-06,17:00,True,SK4013,False,6
514,2025-05-27,16:00,True,QR4584,False,5
515,2024-12-06,18:00,False,NZ4614,False,6
516,2025-05-14,17:00,True,UA1158,False,6
517,2025-04-10,11:30,False,AZ2999,False,7
518,2025-02-07,13:00,False,AM5776,False,3
519,2025-02-06,12:00,True,SK4122,True,5
520,2025-04-20,14:30,True,BA7332,False,3
521,2025-02-20,12:00,False,LH1888,False,8
522,2025-04-18,23:30,True,DL3679,False,3
523,2025-01-20,22:30,True,LA1545,False,2
524,2025-04-30,20:30,True,ET3206,True,7
525,2025-03-25,21:30,True,QR7416,False,7
526,2025-05-22,18:00,False,AV9936,False,6
527,2025-04-09,20:00,False,AC5771,False,3
528,2025-03-07,16:00,True,AZ2796,False,8
529,2025-05-19,13:30,True,BA1624,False,6
530,2025-03-16,22:00,True,SA2908,False,5
531,2025-03-25,22:30,True,BA3470,False,5
532,2025-05-13,17:30,False,DL5388,False,2
533,2025-05-10,11:30,True,KE6235,False,5
534,2025-03-22,20:30,True,LA4554,False,6
535,2025-02-06,17:30,True,NH6772,False,4
536,2025-05-29,16:00,True,SK7629,False,2
537,2025-04-02,18:30,True,IB8118,False,8
538,2025-04-26,15:00,False,ET6234,False,2
539,2025-05-19,17:00,False,AZ8496,False,4
540,2025-05-28,22:30,True,DL8321,False,2
541,2025-04-14,16:00,True,QR4927,False,2
542,2025-05-30,14:30,False,AM9824,False,5
543,2024-12-15,15:30,True,NH4005,False,3
544,2024-12-03,18:30,True,UA6565,False,6
545,2025-03-01,20:00,False,KL8738,False,8
546,2025-04-03,12:30,True,AZ4564,False,6
547,2024-12-11,19:00,False,AA7149,False,7
548,2025-05-11,11:30,False,AV8368,False,6
549,2025-03-02,16:00,False,AM9824,False,2
550,2024-12-03,20:30,False,NH3518,False,3
551,2025-03-23,21:00,False,QR9862,False,8
552,2025-02-26,11:00,False,TG6754,False,8
553,2025-01-12,14:30,True,AF9744,False,5
554,2025-01-12,16:00,False,UA5839,True,6
555,2024-12-09,13:30,True,BA4570,False,8
556,2025-04-14,11:30,True,TG5589,False,7
557,2025-05-20,11:30,False,AC6909,False,6
558,2025-01-29,13:30,True,AZ2999,False,2
559,2025-03-27,13:00,True,NH2293,False,2
560,2025-05-03,13:30,True,AV4492,False,7
561,2025-05-02,13:00,False,SA8652,False,5
562,2025-01-15,20:30,True,LA8240,False,3
563,2025-05-26,21:00,True,AV4168,False,2
564,2025-04-16,17:00,True,SK1308,False,2
565,2025-05-28,15:00,False,EK8650,False,3
566,2025-04-10,16:00,False,IB8346,False,5
567,2025-01-05,20:00,False,KL3239,True,3
568,2025-01-17,23:30,True,AC9073,False,5
569,2025-04-13,18:30,False,ET7115,False,2
570,2025-03-31,12:30,True,TG8512,False,8
571,2025-01-15,12:30,True,AM5087,False,7
572,2025-04-03,12:30,True,SA9373,False,3
573,2025-01-18,11:00,False,BA1520,False,4
574,2025-05-21,19:30,True,AM7295,False,6
575,2025-05-11,11:00,False,SK2389,False,4
576,2024-12-06,16:30,True,NH7193,False,3
577,2025-01-14,17:00,True,SK7103,False,3
