Order_ID,Date,Time_order,Time_checkout,Amount_price,Reservation_ID,Customer_ID,Table_ID
45,2025-05-04,21:00:00,22:16:00,43.95,79.0,QR5279,T12
46,2025-04-25,15:30:00,17:00:00,53.16,,UA6219,T16
47,2025-01-23,12:00:00,13:45:00,274.23,,,T29
48,2025-05-17,22:30:00,00:30:00,124.55,94.0,EK2258,T27
49,2024-12-10,23:00:00,00:26:00,80.85,65.0,AF9744,T15
50,2025-04-01,23:00:00,00:04:00,336.69,,,T26
51,2025-03-07,14:00:00,14:42:00,29.71,,,T18
52,2024-12-15,21:00:00,22:01:00,174.62,,KL7528,T13
53,2024-12-29,19:00:00,19:41:00,124.0,34.0,SA8759,T12
54,2025-02-12,14:00:00,15:40:00,101.48,5.0,QF4544,T8
55,2025-05-09,16:00:00,17:14:00,232.72,25.0,LH6321,T17
56,2025-03-09,18:00:00,19:51:00,189.79,89.0,IB8118,T29
57,2025-05-24,17:00:00,18:51:00,202.0,78.0,DL9163,T25
58,2024-12-21,21:00:00,22:12:00,137.32,11.0,QF9924,T12
59,2025-04-23,18:00:00,18:55:00,298.59,39.0,SA3890,T31
60,2025-02-27,21:30:00,22:07:00,232.13,81.0,AA9509,T15
61,2025-05-15,16:00:00,17:24:00,65.59,,KE2015,T30
62,2025-01-18,23:00:00,00:24:00,383.98,,DL9163,T25
63,2025-01-31,14:00:00,15:56:00,219.04,75.0,UA6565,T9
64,2024-12-26,20:30:00,22:22:00,81.54,60.0,IB5133,T18
65,2025-03-10,22:00:00,23:26:00,83.8,,,T12
66,2025-01-03,12:30:00,14:15:00,241.15,45.0,SK2136,T24
67,2025-05-29,11:30:00,13:10:00,45.01,,ET1450,T19
68,2025-03-27,17:00:00,18:40:00,103.16,44.0,AM2109,T20
69,2024-12-31,17:30:00,18:44:00,352.02,59.0,SQ6672,T20
70,2025-05-31,15:30:00,17:12:00,238.66,,AM4035,T18
71,2024-12-02,12:00:00,13:27:00,255.75,,,T30
72,2025-04-08,21:00:00,21:41:00,98.47,,NZ4614,T13
73,2025-04-22,14:30:00,15:23:00,271.24,31.0,AF4268,T31
74,2025-01-05,15:30:00,16:19:00,158.45,3.0,AA6083,T30
75,2025-05-12,18:30:00,19:40:00,213.84,10.0,TG4764,T9
76,2025-04-15,20:30:00,22:03:00,64.37,,,T25
77,2025-05-08,21:00:00,22:31:00,109.29,,AF4268,T5
78,2025-01-04,13:30:00,14:26:00,128.6,52.0,AI9507,T28
79,2024-12-10,11:00:00,12:27:00,294.92,63.0,BA3445,T22
80,2025-01-03,20:00:00,20:40:00,89.62,93.0,EK2255,T6
81,2025-05-08,11:00:00,11:30:00,322.83,76.0,NH8896,T19
82,2025-05-22,18:30:00,19:07:00,75.88,11.0,QF9924,T14
83,2024-12-02,20:30:00,21:15:00,143.0,98.0,AA9509,T29
84,2025-01-19,17:00:00,17:40:00,98.44,68.0,ET1450,T13
85,2024-12-24,14:00:00,15:44:00,12.25,14.0,EK7825,T5
86,2025-05-30,19:00:00,20:49:00,166.51,75.0,UA6565,T17
87,2024-12-15,12:30:00,13:18:00,152.31,68.0,ET1450,T14
88,2025-05-22,20:00:00,21:41:00,85.27,,AA6867,T21
89,2025-03-19,11:00:00,12:41:00,75.13,67.0,EK3787,T23
90,2025-04-19,23:00:00,23:40:00,113.55,21.0,SQ2917,T15
91,2025-05-14,22:00:00,22:50:00,186.32,7.0,NH5222,T19
92,2025-05-17,19:00:00,19:58:00,38.57,,,T26
93,2025-05-10,21:00:00,22:07:00,73.38,,SK2136,T14
94,2025-05-01,21:30:00,23:22:00,188.92,92.0,KL6524,T8
95,2025-01-04,19:30:00,21:11:00,456.52,15.0,BA1583,T29
96,2024-12-26,23:30:00,01:14:00,171.6,86.0,AV3764,T20
97,2025-05-04,17:00:00,18:07:00,392.98,94.0,EK2258,T29
98,2025-05-02,17:00:00,18:21:00,251.64,45.0,SK2136,T22
99,2025-01-03,15:00:00,15:52:00,163.08,64.0,UA1158,T24
100,2025-02-07,22:00:00,22:51:00,297.79,7.0,NH5222,T22
101,2025-01-13,18:30:00,19:38:00,257.17,,NH8896,T27
102,2025-05-11,14:00:00,14:32:00,399.1,97.0,AA3291,T31
103,2025-04-03,15:30:00,16:19:00,278.0,90.0,SK3956,T26
104,2025-05-22,21:00:00,22:35:00,249.93,20.0,BA8849,T20
105,2024-12-08,11:00:00,12:42:00,38.45,26.0,NZ9915,T2
106,2025-05-15,14:30:00,15:57:00,281.61,49.0,KE2015,T28
107,2025-04-07,23:00:00,00:48:00,164.19,49.0,KE2015,T28
108,2025-05-30,23:30:00,00:52:00,25.18,,AA6867,T16
109,2025-05-26,19:00:00,19:30:00,82.76,75.0,UA6565,T14
110,2025-03-29,11:30:00,12:38:00,338.93,20.0,BA8849,T19
111,2025-01-31,19:00:00,20:37:00,134.03,17.0,NZ1569,T23
112,2025-03-03,23:30:00,01:05:00,181.51,,SQ9336,T24
113,2025-03-10,18:30:00,19:48:00,133.25,,EK7825,T7
114,2025-05-12,21:30:00,22:07:00,97.01,93.0,EK2255,T1
115,2025-05-31,21:30:00,22:45:00,124.16,,,T26
116,2025-05-13,11:30:00,12:20:00,257.49,77.0,TG7834,T26
117,2025-03-23,22:30:00,23:00:00,104.12,47.0,AV2754,T18
118,2025-05-15,14:00:00,15:22:00,66.58,,,T31
119,2025-01-07,12:30:00,13:35:00,67.4,,NZ5365,T13
120,2025-05-13,22:00:00,23:48:00,189.57,15.0,BA1583,T28
121,2025-04-17,12:30:00,14:28:00,16.49,,,T5
122,2024-12-28,14:30:00,15:34:00,323.75,63.0,BA3445,T24
123,2024-12-08,16:30:00,17:40:00,185.35,5.0,QF4544,T14
124,2025-05-26,19:30:00,21:09:00,115.66,1.0,IB8996,T26
125,2024-12-07,12:30:00,13:06:00,342.22,77.0,TG7834,T28
126,2025-03-19,18:00:00,18:31:00,113.06,70.0,AM4035,T8
127,2025-01-19,19:30:00,20:48:00,213.34,27.0,AI6847,T22
128,2025-03-01,18:00:00,19:16:00,155.29,87.0,NZ8627,T19
129,2025-04-23,21:30:00,22:34:00,388.89,19.0,WN7777,T28
130,2025-05-06,16:30:00,17:32:00,423.14,94.0,EK2258,T29
131,2024-12-05,22:00:00,23:12:00,90.39,22.0,IB4367,T27
132,2025-03-25,21:00:00,22:34:00,276.57,1.0,IB8996,T26
133,2025-05-08,21:00:00,22:17:00,299.19,,,T31
134,2025-04-22,19:00:00,20:29:00,91.27,80.0,KL7528,T17
135,2025-04-22,20:00:00,21:19:00,36.4,,TG7094,T22
136,2024-12-26,19:00:00,20:45:00,81.13,29.0,TG6898,T19
137,2025-05-17,16:30:00,17:10:00,136.49,78.0,DL9163,T18
138,2025-03-09,18:00:00,18:44:00,368.22,100.0,TG7094,T23
139,2024-12-03,11:00:00,12:02:00,71.46,95.0,QR8922,T19
140,2025-02-17,15:30:00,16:25:00,23.15,,,T18
141,2025-02-22,20:00:00,20:40:00,221.9,71.0,UA8685,T31
142,2024-12-23,13:00:00,14:16:00,252.02,,QR8922,T23
143,2025-03-18,20:30:00,21:24:00,329.11,13.0,KE7499,T23
144,2025-05-17,12:00:00,12:53:00,85.8,,AF4268,T4
145,2025-03-15,12:00:00,12:31:00,214.54,76.0,NH8896,T25
146,2025-02-22,21:00:00,22:44:00,439.09,55.0,SK7967,T30
147,2024-12-10,16:00:00,17:14:00,191.14,3.0,AA6083,T29
148,2025-05-02,11:30:00,13:02:00,50.24,,AI9507,T16
149,2025-02-18,15:30:00,17:11:00,144.33,55.0,SK7967,T28
150,2025-03-12,16:00:00,17:48:00,56.07,6.0,LA3959,T11
151,2025-01-28,14:30:00,15:27:00,182.42,87.0,NZ8627,T24
152,2025-03-05,15:00:00,16:50:00,289.57,99.0,QF9924,T30
153,2025-04-30,11:30:00,12:46:00,201.17,24.0,TG5589,T19
154,2024-12-10,12:30:00,13:07:00,169.22,67.0,EK3787,T21
155,2025-05-16,18:00:00,19:58:00,73.27,80.0,KL7528,T10
156,2025-04-18,14:30:00,15:17:00,214.16,100.0,TG7094,T23
157,2025-02-01,22:30:00,23:05:00,198.01,37.0,SQ5766,T14
158,2025-05-09,11:30:00,12:47:00,136.04,99.0,QF9924,T26
159,2024-12-14,12:30:00,13:58:00,35.69,,,T26
160,2024-12-25,15:30:00,16:48:00,32.71,68.0,ET1450,T14
161,2025-05-22,17:00:00,17:46:00,130.76,85.0,UA5839,T23
162,2025-03-12,13:30:00,14:47:00,16.65,,,T16
163,2025-02-28,14:00:00,14:51:00,32.28,9.0,EK8568,T7
164,2025-05-18,21:30:00,22:02:00,227.35,,,T13
165,2025-01-20,23:30:00,00:12:00,167.95,36.0,UA6219,T25
166,2025-01-15,20:00:00,21:35:00,324.36,46.0,BA2226,T22
167,2025-04-30,12:00:00,13:55:00,202.87,,,T18
168,2025-05-14,23:00:00,00:18:00,92.76,17.0,NZ1569,T19
169,2025-01-05,16:30:00,17:40:00,105.84,50.0,KE9893,T8
170,2025-04-08,22:30:00,00:28:00,339.65,51.0,DL9163,T30
171,2025-03-21,11:30:00,12:35:00,301.01,,AM2109,T20
172,2025-04-15,16:00:00,17:58:00,88.7,93.0,EK2255,T4
173,2025-05-31,23:00:00,23:31:00,10.45,,,T16
174,2024-12-22,23:00:00,00:01:00,117.79,80.0,KL7528,T13
175,2025-05-22,11:00:00,11:44:00,182.28,39.0,SA3890,T28
176,2025-05-22,18:30:00,19:50:00,454.74,31.0,AF4268,T28
177,2025-03-01,13:00:00,13:35:00,107.07,58.0,AM7742,T18
178,2025-02-24,16:00:00,17:38:00,62.46,93.0,EK2255,T7
179,2025-03-22,18:00:00,19:16:00,70.41,,,T25
180,2025-01-17,19:30:00,21:12:00,283.75,67.0,EK3787,T21
181,2025-02-19,13:30:00,14:53:00,126.05,73.0,UA6588,T24
182,2024-12-02,12:30:00,13:08:00,123.05,23.0,AA6867,T26
183,2025-02-06,17:30:00,18:37:00,223.54,,DL9163,T26
184,2025-01-26,19:00:00,20:24:00,76.95,,LH6321,T29
185,2025-03-01,23:30:00,00:22:00,210.99,63.0,BA3445,T22
186,2025-05-06,13:30:00,14:16:00,119.19,,EK8568,T26
187,2025-02-12,12:30:00,13:58:00,221.45,59.0,SQ6672,T19
188,2025-04-18,18:00:00,18:45:00,293.61,,EK8568,T26
189,2024-12-10,14:00:00,14:44:00,152.9,42.0,AZ1593,T16
190,2024-12-24,14:30:00,15:19:00,56.34,36.0,UA6219,T23
191,2025-04-19,21:00:00,21:44:00,376.3,82.0,QR4584,T28
192,2025-05-01,18:00:00,19:32:00,40.71,53.0,TG3912,T1
193,2025-01-18,12:30:00,13:26:00,55.58,34.0,SA8759,T16
194,2025-02-09,13:00:00,13:57:00,329.37,90.0,SK3956,T30
195,2024-12-23,23:30:00,01:11:00,102.86,,,T27
196,2025-01-08,21:00:00,22:40:00,68.93,,,T24
197,2025-04-02,13:00:00,14:13:00,58.68,14.0,EK7825,T7
198,2025-03-30,17:00:00,18:52:00,258.91,24.0,TG5589,T18
199,2025-05-05,14:00:00,15:52:00,220.54,46.0,BA2226,T22
200,2025-05-28,16:30:00,18:09:00,68.06,,,T19
201,2024-12-21,12:00:00,13:25:00,87.86,73.0,UA6588,T19
202,2025-02-21,14:30:00,15:19:00,158.0,,LH6321,T9
203,2025-04-16,13:00:00,13:59:00,174.62,98.0,AA9509,T27
204,2025-01-15,14:30:00,16:08:00,251.03,,AA7149,T26
205,2025-05-24,19:30:00,20:23:00,286.17,27.0,AI6847,T18
206,2024-12-05,23:00:00,00:11:00,52.14,,,T21
207,2025-04-09,23:30:00,01:06:00,130.59,,SA8416,T26
208,2025-02-24,16:00:00,16:51:00,288.56,91.0,SQ2999,T21
209,2025-04-15,18:30:00,19:40:00,255.43,100.0,TG7094,T24
210,2025-05-14,11:30:00,13:10:00,154.09,56.0,WN5788,T18
211,2025-05-20,19:30:00,20:05:00,183.03,81.0,AA9509,T9
212,2025-03-07,12:30:00,13:30:00,109.52,76.0,NH8896,T24
213,2024-12-28,12:00:00,13:00:00,248.01,20.0,BA8849,T20
214,2025-01-10,21:00:00,21:33:00,32.87,,,T28
215,2024-12-02,20:30:00,21:56:00,35.06,48.0,IB7458,T10
216,2025-01-07,21:00:00,21:44:00,156.28,66.0,AC7816,T23
217,2025-05-29,21:00:00,22:44:00,97.15,,SK7967,T23
218,2024-12-09,20:30:00,21:45:00,399.25,99.0,QF9924,T31
219,2025-05-10,19:00:00,20:19:00,93.34,,KL6524,T16
220,2025-01-14,19:00:00,20:36:00,238.77,12.0,SA8416,T10
221,2025-02-13,11:30:00,12:27:00,149.82,94.0,EK2258,T31
222,2025-02-09,13:00:00,14:10:00,37.26,,,T1
223,2025-01-27,21:30:00,22:01:00,86.47,,TG6898,T22
224,2025-04-15,11:30:00,12:56:00,169.99,30.0,KL6936,T13
225,2025-04-28,14:00:00,15:58:00,256.11,16.0,KE6665,T8
226,2025-02-28,15:00:00,16:00:00,161.44,49.0,KE2015,T31
227,2024-12-03,13:30:00,14:30:00,71.77,48.0,IB7458,T12
228,2025-01-10,17:00:00,18:57:00,288.53,100.0,TG7094,T22
229,2025-02-16,20:00:00,21:23:00,28.9,14.0,EK7825,T2
230,2025-03-17,22:00:00,22:36:00,105.45,11.0,QF9924,T11
231,2024-12-11,13:30:00,15:25:00,172.77,83.0,NZ6489,T16
232,2025-03-20,13:30:00,15:09:00,125.89,,,T21
233,2025-03-05,23:00:00,00:12:00,245.54,81.0,AA9509,T15
234,2025-05-22,14:30:00,16:04:00,40.42,60.0,IB5133,T23
235,2025-03-04,20:00:00,21:35:00,66.18,,,T1
236,2025-01-16,20:00:00,21:19:00,89.22,26.0,NZ9915,T1
237,2025-01-31,23:30:00,01:17:00,230.38,27.0,AI6847,T19
238,2025-03-16,11:00:00,12:05:00,68.77,28.0,AM2109,T12
239,2025-01-31,16:30:00,17:17:00,43.86,12.0,SA8416,T9
240,2025-04-05,14:30:00,16:25:00,162.8,,,T21
241,2025-02-07,16:00:00,17:21:00,133.29,42.0,AZ1593,T9
242,2025-02-13,14:30:00,16:07:00,32.09,,,T22
243,2025-03-08,19:00:00,20:33:00,164.31,,,T28
244,2025-05-19,23:30:00,00:01:00,29.68,53.0,TG3912,T4
245,2025-02-13,19:30:00,20:10:00,167.85,66.0,AC7816,T21
246,2025-01-29,23:30:00,01:25:00,184.03,38.0,NZ4614,T8
247,2024-12-25,17:00:00,18:19:00,81.26,,UA6565,T18
248,2025-02-20,13:00:00,13:52:00,212.56,22.0,IB4367,T28
249,2025-03-02,21:00:00,22:21:00,66.44,,,T8
250,2025-04-21,20:30:00,21:33:00,74.73,,,T5
251,2024-12-25,17:30:00,18:40:00,161.37,65.0,AF9744,T16
252,2025-05-18,14:30:00,15:13:00,132.85,39.0,SA3890,T31
253,2025-05-15,21:30:00,22:49:00,372.7,56.0,WN5788,T21
254,2024-12-12,11:30:00,12:40:00,129.15,,AC7816,T13
255,2025-01-30,11:30:00,13:23:00,101.34,,,T27
256,2025-03-09,15:30:00,17:16:00,396.37,90.0,SK3956,T31
257,2025-03-13,16:30:00,18:04:00,113.01,,WN5788,T23
258,2025-05-10,19:00:00,20:44:00,64.55,,,T9
259,2025-03-08,14:30:00,15:55:00,179.19,16.0,KE6665,T11
260,2025-02-07,19:30:00,20:40:00,264.57,44.0,AM2109,T24
261,2024-12-14,11:30:00,13:27:00,229.93,85.0,UA5839,T22
262,2025-02-08,17:30:00,19:11:00,196.19,98.0,AA9509,T26
263,2025-01-10,23:30:00,00:32:00,273.6,,,T18
264,2025-05-11,13:30:00,14:39:00,159.86,,,T26
265,2025-03-23,16:30:00,17:11:00,228.67,12.0,SA8416,T12
266,2025-02-28,19:00:00,20:28:00,156.33,44.0,AM2109,T18
267,2024-12-03,22:30:00,23:25:00,152.36,27.0,AI6847,T20
268,2025-01-25,17:00:00,18:07:00,146.19,75.0,UA6565,T13
269,2025-02-20,16:30:00,17:48:00,160.85,85.0,UA5839,T25
270,2025-04-28,23:30:00,00:08:00,68.2,,IB5133,T1
271,2024-12-06,21:00:00,23:00:00,100.56,14.0,EK7825,T2
272,2024-12-06,20:00:00,21:41:00,127.36,16.0,KE6665,T9
273,2025-02-23,17:30:00,18:49:00,13.62,,,T3
274,2025-03-01,20:30:00,21:04:00,220.79,,LH6321,T29
275,2025-01-14,16:30:00,17:41:00,43.68,,,T28
276,2025-05-29,20:30:00,21:10:00,50.59,91.0,SQ2999,T21
277,2025-04-14,22:30:00,00:11:00,47.04,93.0,EK2255,T3
278,2025-03-19,23:30:00,00:44:00,86.78,79.0,QR5279,T8
279,2024-12-13,15:30:00,16:31:00,147.07,11.0,QF9924,T11
280,2025-01-24,23:30:00,00:32:00,111.46,25.0,LH6321,T16
281,2025-02-05,12:30:00,14:15:00,73.72,5.0,QF4544,T17
282,2024-12-10,18:30:00,20:29:00,79.36,,,T24
283,2025-03-22,13:00:00,14:45:00,405.25,8.0,AA2358,T26
284,2025-05-17,16:30:00,17:17:00,109.19,27.0,AI6847,T23
285,2025-04-22,14:30:00,15:02:00,188.95,41.0,AC5771,T20
286,2025-05-30,14:00:00,15:55:00,169.18,,,T16
287,2025-05-06,21:30:00,23:18:00,255.08,95.0,QR8922,T25
288,2025-03-12,19:30:00,20:21:00,253.19,40.0,DL4188,T28
289,2025-04-14,23:00:00,00:17:00,515.04,19.0,WN7777,T26
290,2025-01-13,21:30:00,23:30:00,96.18,76.0,NH8896,T18
291,2024-12-02,20:30:00,22:30:00,123.99,89.0,IB8118,T27
292,2025-05-24,14:30:00,15:39:00,283.87,,AV3764,T24
293,2025-05-16,23:00:00,00:42:00,184.29,39.0,SA3890,T28
294,2025-01-03,22:30:00,23:51:00,124.79,,,T11
295,2024-12-19,20:30:00,22:13:00,128.94,48.0,IB7458,T15
296,2025-04-03,18:30:00,20:09:00,86.68,,SK3956,T20
297,2025-01-08,19:30:00,21:16:00,376.69,22.0,IB4367,T26
298,2024-12-12,23:30:00,00:30:00,275.96,40.0,DL4188,T28
299,2025-03-01,22:30:00,23:15:00,124.77,44.0,AM2109,T19
300,2025-02-21,16:30:00,18:23:00,138.49,12.0,SA8416,T12
301,2024-12-08,14:00:00,15:30:00,163.21,13.0,KE7499,T20
302,2025-01-11,16:00:00,17:37:00,168.58,28.0,AM2109,T10
303,2025-05-26,19:30:00,20:53:00,138.13,44.0,AM2109,T23
304,2025-04-18,18:00:00,18:46:00,136.74,91.0,SQ2999,T18
305,2025-01-02,12:00:00,13:26:00,95.84,29.0,TG6898,T22
306,2024-12-06,20:00:00,20:58:00,27.04,43.0,SQ9336,T5
307,2025-05-02,12:30:00,13:11:00,92.88,,,T23
308,2025-02-10,13:00:00,14:46:00,90.07,34.0,SA8759,T14
309,2025-04-18,23:00:00,23:37:00,124.89,46.0,BA2226,T21
310,2025-04-24,17:30:00,19:25:00,109.81,,,T17
311,2025-04-21,13:00:00,14:42:00,176.07,92.0,KL6524,T11
312,2025-01-02,17:30:00,18:51:00,134.14,38.0,NZ4614,T9
313,2025-03-25,11:00:00,12:08:00,287.51,24.0,TG5589,T23
314,2025-01-17,13:30:00,15:03:00,100.15,68.0,ET1450,T10
315,2025-04-10,11:00:00,12:05:00,52.77,53.0,TG3912,T6
316,2024-12-25,20:30:00,22:19:00,399.28,15.0,BA1583,T30
317,2025-05-25,20:00:00,20:43:00,103.09,1.0,IB8996,T28
318,2025-03-23,13:00:00,14:28:00,228.54,67.0,EK3787,T22
319,2024-12-06,13:30:00,15:15:00,174.11,75.0,UA6565,T11
320,2025-01-21,16:00:00,17:30:00,57.3,5.0,QF4544,T8
321,2024-12-23,14:00:00,15:00:00,72.34,83.0,NZ6489,T11
322,2025-01-14,18:30:00,19:17:00,393.58,61.0,SK2434,T26
323,2025-03-13,14:00:00,14:54:00,93.72,92.0,KL6524,T13
324,2024-12-24,11:00:00,12:35:00,192.87,56.0,WN5788,T21
325,2025-02-17,15:00:00,15:45:00,303.27,69.0,QF3279,T22
326,2025-03-08,17:00:00,18:15:00,297.52,45.0,SK2136,T24
327,2025-01-24,12:30:00,13:39:00,193.93,61.0,SK2434,T28
328,2025-04-06,20:00:00,21:35:00,90.92,23.0,AA6867,T31
329,2025-03-01,13:30:00,14:52:00,400.0,31.0,AF4268,T27
330,2025-05-24,22:30:00,23:08:00,70.0,53.0,TG3912,T1
331,2025-03-27,21:00:00,21:58:00,66.35,10.0,TG4764,T8
332,2025-05-23,21:30:00,22:21:00,127.76,,,T18
333,2025-01-21,20:00:00,21:37:00,238.12,36.0,UA6219,T19
334,2024-12-20,13:30:00,15:18:00,41.01,,SQ2999,T8
335,2025-01-04,16:00:00,17:01:00,101.39,3.0,AA6083,T29
336,2025-05-16,21:30:00,23:18:00,388.55,98.0,AA9509,T31
337,2024-12-06,20:00:00,21:01:00,12.21,,SA8759,T10
338,2025-01-11,20:30:00,21:23:00,226.37,,AF4268,T26
339,2024-12-27,13:30:00,14:15:00,260.65,78.0,DL9163,T25
340,2025-03-25,12:00:00,12:44:00,264.21,20.0,BA8849,T21
341,2025-04-07,18:00:00,19:52:00,59.37,33.0,QR5977,T8
342,2025-04-12,15:30:00,16:28:00,305.72,2.0,KE8581,T23
343,2025-04-03,21:00:00,22:01:00,395.9,71.0,UA8685,T29
344,2025-05-27,23:00:00,00:32:00,273.38,25.0,LH6321,T15
345,2025-01-23,21:00:00,22:34:00,134.55,42.0,AZ1593,T12
346,2024-12-04,22:30:00,00:26:00,82.26,53.0,TG3912,T1
347,2025-04-13,21:30:00,22:19:00,124.95,,,T24
348,2025-04-05,18:00:00,19:39:00,128.28,87.0,NZ8627,T25
349,2025-03-27,16:30:00,17:10:00,178.39,38.0,NZ4614,T10
350,2025-03-03,14:00:00,14:47:00,30.1,,LH1606,T25
351,2025-04-24,11:30:00,12:37:00,84.09,20.0,BA8849,T18
352,2025-02-12,21:30:00,22:51:00,95.39,,SQ9484,T18
353,2025-01-12,16:30:00,17:35:00,366.89,40.0,DL4188,T29
354,2024-12-21,17:30:00,18:02:00,132.55,,AC7816,T16
355,2025-04-19,20:00:00,20:53:00,132.7,43.0,SQ9336,T6
356,2024-12-16,11:00:00,11:34:00,144.79,62.0,AM8076,T26
357,2025-03-13,12:30:00,13:02:00,132.43,33.0,QR5977,T16
358,2025-02-14,17:30:00,19:00:00,36.2,75.0,UA6565,T16
359,2025-05-02,18:30:00,20:20:00,139.69,55.0,SK7967,T28
360,2025-02-02,23:00:00,00:44:00,341.35,8.0,AA2358,T31
361,2025-02-06,13:30:00,14:42:00,362.88,8.0,AA2358,T30
362,2025-05-07,22:00:00,23:43:00,107.2,,,T31
363,2025-04-22,14:00:00,15:07:00,189.65,96.0,SQ9484,T8
364,2025-01-07,19:30:00,20:46:00,293.77,,SK2434,T24
365,2025-02-01,12:30:00,14:06:00,182.35,72.0,AI1298,T23
366,2025-01-02,11:30:00,12:34:00,264.42,66.0,AC7816,T25
367,2025-04-17,14:00:00,14:39:00,125.84,,,T28
368,2024-12-31,14:30:00,15:43:00,182.03,90.0,SK3956,T27
369,2025-03-11,13:30:00,14:27:00,295.34,64.0,UA1158,T23
370,2025-01-21,23:00:00,23:32:00,61.67,57.0,NZ4633,T18
371,2025-04-09,20:30:00,21:37:00,103.84,95.0,QR8922,T21
372,2025-04-10,21:30:00,22:59:00,230.96,71.0,UA8685,T30
373,2025-04-20,14:30:00,15:48:00,50.7,,AA5870,T8
374,2025-01-06,16:00:00,17:54:00,121.78,8.0,AA2358,T30
375,2025-01-27,13:00:00,13:34:00,155.99,51.0,DL9163,T27
376,2025-05-22,14:30:00,15:49:00,296.34,,,T18
377,2025-05-01,15:00:00,15:40:00,94.45,47.0,AV2754,T18
378,2025-04-15,21:30:00,22:06:00,326.46,44.0,AM2109,T22
379,2025-02-10,11:30:00,13:25:00,224.03,,,T24
380,2025-04-29,23:30:00,01:13:00,130.55,34.0,SA8759,T17
381,2025-03-23,18:00:00,19:16:00,35.2,54.0,LH1606,T14
382,2025-04-09,20:30:00,22:18:00,114.29,83.0,NZ6489,T16
383,2025-03-24,18:00:00,19:10:00,107.38,,AA6867,T11
384,2025-02-21,20:30:00,22:18:00,209.86,85.0,UA5839,T21
385,2024-12-13,22:30:00,23:27:00,191.01,,QF4544,T17
386,2025-01-08,15:30:00,16:37:00,299.29,,,T25
387,2025-03-02,16:00:00,17:54:00,552.91,52.0,AI9507,T27
388,2025-04-18,23:30:00,01:25:00,86.71,66.0,AC7816,T24
389,2025-05-04,15:30:00,17:19:00,349.78,87.0,NZ8627,T18
390,2025-03-15,11:00:00,12:51:00,238.52,,EK8568,T30
