Order_ID;Date_day;Time_order;Time_checkout;Amount_price;Reservation_ID;Customer_ID;Table_ID
103;03.04.2025;15:30:00;16:19:00;278;900;SK3956;T26
104;22.05.2025;21:00:00;22:35:00;249,93;200;BA8849;T20
105;08.12.2024;11:00:00;12:42:00;38,45;260;NZ9915;T2
106;15.05.2025;14:30:00;15:57:00;281,61;490;KE2015;T28
107;07.04.2025;23:00:00;00:48:00;164,19;490;KE2015;T28
108;30.05.2025;23:30:00;00:52:00;25,18;;AA6867;T16
109;26.05.2025;19:00:00;19:30:00;82,76;750;UA6565;T14
110;29.03.2025;11:30:00;12:38:00;338,93;200;BA8849;T19
111;31.01.2025;19:00:00;20:37:00;134,03;170;NZ1569;T23
112;03.03.2025;23:30:00;01:05:00;181,51;;SQ9336;T24
113;10.03.2025;18:30:00;19:48:00;133,25;;EK7825;T7
114;12.05.2025;21:30:00;22:07:00;97,01;930;EK2255;T1
115;31.05.2025;21:30:00;22:45:00;124,16;;;T26
116;13.05.2025;11:30:00;12:20:00;257,49;770;TG7834;T26
117;23.03.2025;22:30:00;23:00:00;104,12;470;AV2754;T18
118;15.05.2025;14:00:00;15:22:00;66,58;;;T31
119;07.01.2025;12:30:00;13:35:00;67,4;;NZ5365;T13
120;13.05.2025;22:00:00;23:48:00;189,57;150;BA1583;T28
121;17.04.2025;12:30:00;14:28:00;16,49;;;T5
122;28.12.2024;14:30:00;15:34:00;323,75;630;BA3445;T24
123;08.12.2024;16:30:00;17:40:00;185,35;50;QF4544;T14
124;26.05.2025;19:30:00;21:09:00;115,66;10;IB8996;T26
125;07.12.2024;12:30:00;13:06:00;342,22;770;TG7834;T28
126;19.03.2025;18:00:00;18:31:00;113,06;700;AM4035;T8
127;19.01.2025;19:30:00;20:48:00;213,34;270;AI6847;T22
128;01.03.2025;18:00:00;19:16:00;155,29;870;NZ8627;T19
129;23.04.2025;21:30:00;22:34:00;388,89;190;WN7777;T28
130;06.05.2025;16:30:00;17:32:00;423,14;940;EK2258;T29
131;05.12.2024;22:00:00;23:12:00;90,39;220;IB4367;T27
132;25.03.2025;21:00:00;22:34:00;276,57;10;IB8996;T26
133;08.05.2025;21:00:00;22:17:00;299,19;;;T31
134;22.04.2025;19:00:00;20:29:00;91,27;800;KL7528;T17
135;22.04.2025;20:00:00;21:19:00;36,4;;TG7094;T22
136;26.12.2024;19:00:00;20:45:00;81,13;290;TG6898;T19
137;17.05.2025;16:30:00;17:10:00;136,49;780;DL9163;T18
138;09.03.2025;18:00:00;18:44:00;368,22;1000;TG7094;T23
139;03.12.2024;11:00:00;12:02:00;71,46;950;QR8922;T19
140;17.02.2025;15:30:00;16:25:00;23,15;;;T18
141;22.02.2025;20:00:00;20:40:00;221,9;710;UA8685;T31
142;23.12.2024;13:00:00;14:16:00;252,02;;QR8922;T23
143;18.03.2025;20:30:00;21:24:00;329,11;130;KE7499;T23
144;17.05.2025;12:00:00;12:53:00;85,8;;AF4268;T4
145;15.03.2025;12:00:00;12:31:00;214,54;760;NH8896;T25
146;22.02.2025;21:00:00;22:44:00;439,09;550;SK7967;T30
147;10.12.2024;16:00:00;17:14:00;191,14;30;AA6083;T29
148;02.05.2025;11:30:00;13:02:00;50,24;;AI9507;T16
149;18.02.2025;15:30:00;17:11:00;144,33;550;SK7967;T28
150;12.03.2025;16:00:00;17:48:00;56,07;60;LA3959;T11
151;28.01.2025;14:30:00;15:27:00;182,42;870;NZ8627;T24
152;05.03.2025;15:00:00;16:50:00;289,57;990;QF9924;T30
153;30.04.2025;11:30:00;12:46:00;201,17;240;TG5589;T19
154;10.12.2024;12:30:00;13:07:00;169,22;670;EK3787;T21
155;16.05.2025;18:00:00;19:58:00;73,27;800;KL7528;T10
156;18.04.2025;14:30:00;15:17:00;214,16;1000;TG7094;T23
157;01.02.2025;22:30:00;23:05:00;198,01;370;SQ5766;T14
158;09.05.2025;11:30:00;12:47:00;136,04;990;QF9924;T26
159;14.12.2024;12:30:00;13:58:00;35,69;;;T26
160;25.12.2024;15:30:00;16:48:00;32,71;680;ET1450;T14
161;22.05.2025;17:00:00;17:46:00;130,76;850;UA5839;T23
162;12.03.2025;13:30:00;14:47:00;16,65;;;T16
163;28.02.2025;14:00:00;14:51:00;32,28;90;EK8568;T7
164;18.05.2025;21:30:00;22:02:00;227,35;;;T13
165;20.01.2025;23:30:00;00:12:00;167,95;360;UA6219;T25
166;15.01.2025;20:00:00;21:35:00;324,36;460;BA2226;T22
167;30.04.2025;12:00:00;13:55:00;202,87;;;T18
168;14.05.2025;23:00:00;00:18:00;92,76;170;NZ1569;T19
169;05.01.2025;16:30:00;17:40:00;105,84;500;KE9893;T8
170;08.04.2025;22:30:00;00:28:00;339,65;510;DL9163;T30
171;21.03.2025;11:30:00;12:35:00;301,01;;AM2109;T20
172;15.04.2025;16:00:00;17:58:00;88,7;930;EK2255;T4
173;31.05.2025;23:00:00;23:31:00;10,45;;;T16
174;22.12.2024;23:00:00;00:01:00;117,79;800;KL7528;T13
175;22.05.2025;11:00:00;11:44:00;182,28;390;SA3890;T28
176;22.05.2025;18:30:00;19:50:00;454,74;310;AF4268;T28
177;01.03.2025;13:00:00;13:35:00;107,07;580;AM7742;T18
178;24.02.2025;16:00:00;17:38:00;62,46;930;EK2255;T7
179;22.03.2025;18:00:00;19:16:00;70,41;;;T25
180;17.01.2025;19:30:00;21:12:00;283,75;670;EK3787;T21
181;19.02.2025;13:30:00;14:53:00;126,05;730;UA6588;T24
182;02.12.2024;12:30:00;13:08:00;123,05;230;AA6867;T26
183;06.02.2025;17:30:00;18:37:00;223,54;;DL9163;T26
184;26.01.2025;19:00:00;20:24:00;76,95;;LH6321;T29
185;01.03.2025;23:30:00;00:22:00;210,99;630;BA3445;T22
186;06.05.2025;13:30:00;14:16:00;119,19;;EK8568;T26
187;12.02.2025;12:30:00;13:58:00;221,45;590;SQ6672;T19
188;18.04.2025;18:00:00;18:45:00;293,61;;EK8568;T26
189;10.12.2024;14:00:00;14:44:00;152,9;420;AZ1593;T16
190;24.12.2024;14:30:00;15:19:00;56,34;360;UA6219;T23
191;19.04.2025;21:00:00;21:44:00;376,3;820;QR4584;T28
192;01.05.2025;18:00:00;19:32:00;40,71;530;TG3912;T1
193;18.01.2025;12:30:00;13:26:00;55,58;340;SA8759;T16
194;09.02.2025;13:00:00;13:57:00;329,37;900;SK3956;T30
195;23.12.2024;23:30:00;01:11:00;102,86;;;T27
196;08.01.2025;21:00:00;22:40:00;68,93;;;T24
197;02.04.2025;13:00:00;14:13:00;58,68;140;EK7825;T7
198;30.03.2025;17:00:00;18:52:00;258,91;240;TG5589;T18
199;05.05.2025;14:00:00;15:52:00;220,54;460;BA2226;T22
200;28.05.2025;16:30:00;18:09:00;68,06;;;T19
201;21.12.2024;12:00:00;13:25:00;87,86;730;UA6588;T19
202;21.02.2025;14:30:00;15:19:00;158;;LH6321;T9
203;16.04.2025;13:00:00;13:59:00;174,62;980;AA9509;T27
204;15.01.2025;14:30:00;16:08:00;251,03;;AA7149;T26
205;24.05.2025;19:30:00;20:23:00;286,17;270;AI6847;T18
206;05.12.2024;23:00:00;00:11:00;52,14;;;T21
207;09.04.2025;23:30:00;01:06:00;130,59;;SA8416;T26
208;24.02.2025;16:00:00;16:51:00;288,56;910;SQ2999;T21
209;15.04.2025;18:30:00;19:40:00;255,43;1000;TG7094;T24
210;14.05.2025;11:30:00;13:10:00;154,09;560;WN5788;T18
211;20.05.2025;19:30:00;20:05:00;183,03;810;AA9509;T9
212;07.03.2025;12:30:00;13:30:00;109,52;760;NH8896;T24
213;28.12.2024;12:00:00;13:00:00;248,01;200;BA8849;T20
214;10.01.2025;21:00:00;21:33:00;32,87;;;T28
215;02.12.2024;20:30:00;21:56:00;35,06;480;IB7458;T10
216;07.01.2025;21:00:00;21:44:00;156,28;660;AC7816;T23
217;29.05.2025;21:00:00;22:44:00;97,15;;SK7967;T23
218;09.12.2024;20:30:00;21:45:00;399,25;990;QF9924;T31
219;10.05.2025;19:00:00;20:19:00;93,34;;KL6524;T16
220;14.01.2025;19:00:00;20:36:00;238,77;120;SA8416;T10
221;13.02.2025;11:30:00;12:27:00;149,82;940;EK2258;T31
222;09.02.2025;13:00:00;14:10:00;37,26;;;T1
223;27.01.2025;21:30:00;22:01:00;86,47;;TG6898;T22
224;15.04.2025;11:30:00;12:56:00;169,99;300;KL6936;T13
225;28.04.2025;14:00:00;15:58:00;256,11;160;KE6665;T8
226;28.02.2025;15:00:00;16:00:00;161,44;490;KE2015;T31
227;03.12.2024;13:30:00;14:30:00;71,77;480;IB7458;T12
228;10.01.2025;17:00:00;18:57:00;288,53;1000;TG7094;T22
229;16.02.2025;20:00:00;21:23:00;28,9;140;EK7825;T2
230;17.03.2025;22:00:00;22:36:00;105,45;110;QF9924;T11
231;11.12.2024;13:30:00;15:25:00;172,77;830;NZ6489;T16
232;20.03.2025;13:30:00;15:09:00;125,89;;;T21
233;05.03.2025;23:00:00;00:12:00;245,54;810;AA9509;T15
234;22.05.2025;14:30:00;16:04:00;40,42;600;IB5133;T23
235;04.03.2025;20:00:00;21:35:00;66,18;;;T1
236;16.01.2025;20:00:00;21:19:00;89,22;260;NZ9915;T1
237;31.01.2025;23:30:00;01:17:00;230,38;270;AI6847;T19
238;16.03.2025;11:00:00;12:05:00;68,77;280;AM2109;T12
239;31.01.2025;16:30:00;17:17:00;43,86;120;SA8416;T9
240;05.04.2025;14:30:00;16:25:00;162,8;;;T21
241;07.02.2025;16:00:00;17:21:00;133,29;420;AZ1593;T9
242;13.02.2025;14:30:00;16:07:00;32,09;;;T22
243;08.03.2025;19:00:00;20:33:00;164,31;;;T28
244;19.05.2025;23:30:00;00:01:00;29,68;530;TG3912;T4
245;13.02.2025;19:30:00;20:10:00;167,85;660;AC7816;T21
246;29.01.2025;23:30:00;01:25:00;184,03;380;NZ4614;T8
247;25.12.2024;17:00:00;18:19:00;81,26;;UA6565;T18
248;20.02.2025;13:00:00;13:52:00;212,56;220;IB4367;T28
249;02.03.2025;21:00:00;22:21:00;66,44;;;T8
250;21.04.2025;20:30:00;21:33:00;74,73;;;T5
251;25.12.2024;17:30:00;18:40:00;161,37;650;AF9744;T16
252;18.05.2025;14:30:00;15:13:00;132,85;390;SA3890;T31
253;15.05.2025;21:30:00;22:49:00;372,7;560;WN5788;T21
254;12.12.2024;11:30:00;12:40:00;129,15;;AC7816;T13
255;30.01.2025;11:30:00;13:23:00;101,34;;;T27
256;09.03.2025;15:30:00;17:16:00;396,37;900;SK3956;T31
257;13.03.2025;16:30:00;18:04:00;113,01;;WN5788;T23
258;10.05.2025;19:00:00;20:44:00;64,55;;;T9
259;08.03.2025;14:30:00;15:55:00;179,19;160;KE6665;T11
260;07.02.2025;19:30:00;20:40:00;264,57;440;AM2109;T24
261;14.12.2024;11:30:00;13:27:00;229,93;850;UA5839;T22
262;08.02.2025;17:30:00;19:11:00;196,19;980;AA9509;T26
263;10.01.2025;23:30:00;00:32:00;273,6;;;T18
264;11.05.2025;13:30:00;14:39:00;159,86;;;T26
265;23.03.2025;16:30:00;17:11:00;228,67;120;SA8416;T12
266;28.02.2025;19:00:00;20:28:00;156,33;440;AM2109;T18
267;03.12.2024;22:30:00;23:25:00;152,36;270;AI6847;T20
268;25.01.2025;17:00:00;18:07:00;146,19;750;UA6565;T13
269;20.02.2025;16:30:00;17:48:00;160,85;850;UA5839;T25
270;28.04.2025;23:30:00;00:08:00;68,2;;IB5133;T1
271;06.12.2024;21:00:00;23:00:00;100,56;140;EK7825;T2
272;06.12.2024;20:00:00;21:41:00;127,36;160;KE6665;T9
273;23.02.2025;17:30:00;18:49:00;13,62;;;T3
274;01.03.2025;20:30:00;21:04:00;220,79;;LH6321;T29
275;14.01.2025;16:30:00;17:41:00;43,68;;;T28
276;29.05.2025;20:30:00;21:10:00;50,59;910;SQ2999;T21
277;14.04.2025;22:30:00;00:11:00;47,04;930;EK2255;T3
278;19.03.2025;23:30:00;00:44:00;86,78;790;QR5279;T8
279;13.12.2024;15:30:00;16:31:00;147,07;110;QF9924;T11
280;24.01.2025;23:30:00;00:32:00;111,46;250;LH6321;T16
281;05.02.2025;12:30:00;14:15:00;73,72;50;QF4544;T17
282;10.12.2024;18:30:00;20:29:00;79,36;;;T24
283;22.03.2025;13:00:00;14:45:00;405,25;80;AA2358;T26
284;17.05.2025;16:30:00;17:17:00;109,19;270;AI6847;T23
285;22.04.2025;14:30:00;15:02:00;188,95;410;AC5771;T20
286;30.05.2025;14:00:00;15:55:00;169,18;;;T16
287;06.05.2025;21:30:00;23:18:00;255,08;950;QR8922;T25
288;12.03.2025;19:30:00;20:21:00;253,19;400;DL4188;T28
289;14.04.2025;23:00:00;00:17:00;515,04;190;WN7777;T26
290;13.01.2025;21:30:00;23:30:00;96,18;760;NH8896;T18
291;02.12.2024;20:30:00;22:30:00;123,99;890;IB8118;T27
292;24.05.2025;14:30:00;15:39:00;283,87;;AV3764;T24
293;16.05.2025;23:00:00;00:42:00;184,29;390;SA3890;T28
294;03.01.2025;22:30:00;23:51:00;124,79;;;T11
295;19.12.2024;20:30:00;22:13:00;128,94;480;IB7458;T15
296;03.04.2025;18:30:00;20:09:00;86,68;;SK3956;T20
297;08.01.2025;19:30:00;21:16:00;376,69;220;IB4367;T26
298;12.12.2024;23:30:00;00:30:00;275,96;400;DL4188;T28
299;01.03.2025;22:30:00;23:15:00;124,77;440;AM2109;T19
300;21.02.2025;16:30:00;18:23:00;138,49;120;SA8416;T12
301;08.12.2024;14:00:00;15:30:00;163,21;130;KE7499;T20
302;11.01.2025;16:00:00;17:37:00;168,58;280;AM2109;T10
303;26.05.2025;19:30:00;20:53:00;138,13;440;AM2109;T23
304;18.04.2025;18:00:00;18:46:00;136,74;910;SQ2999;T18
305;02.01.2025;12:00:00;13:26:00;95,84;290;TG6898;T22
306;06.12.2024;20:00:00;20:58:00;27,04;430;SQ9336;T5
307;02.05.2025;12:30:00;13:11:00;92,88;;;T23
308;10.02.2025;13:00:00;14:46:00;90,07;340;SA8759;T14
309;18.04.2025;23:00:00;23:37:00;124,89;460;BA2226;T21
310;24.04.2025;17:30:00;19:25:00;109,81;;;T17
311;21.04.2025;13:00:00;14:42:00;176,07;920;KL6524;T11
312;02.01.2025;17:30:00;18:51:00;134,14;380;NZ4614;T9
313;25.03.2025;11:00:00;12:08:00;287,51;240;TG5589;T23
314;17.01.2025;13:30:00;15:03:00;100,15;680;ET1450;T10
315;10.04.2025;11:00:00;12:05:00;52,77;530;TG3912;T6
316;25.12.2024;20:30:00;22:19:00;399,28;150;BA1583;T30
317;25.05.2025;20:00:00;20:43:00;103,09;10;IB8996;T28
318;23.03.2025;13:00:00;14:28:00;228,54;670;EK3787;T22
319;06.12.2024;13:30:00;15:15:00;174,11;750;UA6565;T11
320;21.01.2025;16:00:00;17:30:00;57,3;50;QF4544;T8
321;23.12.2024;14:00:00;15:00:00;72,34;830;NZ6489;T11
322;14.01.2025;18:30:00;19:17:00;393,58;610;SK2434;T26
323;13.03.2025;14:00:00;14:54:00;93,72;920;KL6524;T13
324;24.12.2024;11:00:00;12:35:00;192,87;560;WN5788;T21
325;17.02.2025;15:00:00;15:45:00;303,27;690;QF3279;T22
326;08.03.2025;17:00:00;18:15:00;297,52;450;SK2136;T24
327;24.01.2025;12:30:00;13:39:00;193,93;610;SK2434;T28
328;06.04.2025;20:00:00;21:35:00;90,92;230;AA6867;T31
329;01.03.2025;13:30:00;14:52:00;400;310;AF4268;T27
330;24.05.2025;22:30:00;23:08:00;70;530;TG3912;T1
331;27.03.2025;21:00:00;21:58:00;66,35;100;TG4764;T8
332;23.05.2025;21:30:00;22:21:00;127,76;;;T18
333;21.01.2025;20:00:00;21:37:00;238,12;360;UA6219;T19
334;20.12.2024;13:30:00;15:18:00;41,01;;SQ2999;T8
335;04.01.2025;16:00:00;17:01:00;101,39;30;AA6083;T29
336;16.05.2025;21:30:00;23:18:00;388,55;980;AA9509;T31
337;06.12.2024;20:00:00;21:01:00;12,21;;SA8759;T10
338;11.01.2025;20:30:00;21:23:00;226,37;;AF4268;T26
339;27.12.2024;13:30:00;14:15:00;260,65;780;DL9163;T25
340;25.03.2025;12:00:00;12:44:00;264,21;200;BA8849;T21
341;07.04.2025;18:00:00;19:52:00;59,37;330;QR5977;T8
342;12.04.2025;15:30:00;16:28:00;305,72;20;KE8581;T23
343;03.04.2025;21:00:00;22:01:00;395,9;710;UA8685;T29
344;27.05.2025;23:00:00;00:32:00;273,38;250;LH6321;T15
345;23.01.2025;21:00:00;22:34:00;134,55;420;AZ1593;T12
346;04.12.2024;22:30:00;00:26:00;82,26;530;TG3912;T1
347;13.04.2025;21:30:00;22:19:00;124,95;;;T24
348;05.04.2025;18:00:00;19:39:00;128,28;870;NZ8627;T25
349;27.03.2025;16:30:00;17:10:00;178,39;380;NZ4614;T10
350;03.03.2025;14:00:00;14:47:00;30,1;;LH1606;T25
351;24.04.2025;11:30:00;12:37:00;84,09;200;BA8849;T18
352;12.02.2025;21:30:00;22:51:00;95,39;;SQ9484;T18
353;12.01.2025;16:30:00;17:35:00;366,89;400;DL4188;T29
354;21.12.2024;17:30:00;18:02:00;132,55;;AC7816;T16
355;19.04.2025;20:00:00;20:53:00;132,7;430;SQ9336;T6
356;16.12.2024;11:00:00;11:34:00;144,79;620;AM8076;T26
357;13.03.2025;12:30:00;13:02:00;132,43;330;QR5977;T16
358;14.02.2025;17:30:00;19:00:00;36,2;750;UA6565;T16
359;02.05.2025;18:30:00;20:20:00;139,69;550;SK7967;T28
360;02.02.2025;23:00:00;00:44:00;341,35;80;AA2358;T31
361;06.02.2025;13:30:00;14:42:00;362,88;80;AA2358;T30
362;07.05.2025;22:00:00;23:43:00;107,2;;;T31
363;22.04.2025;14:00:00;15:07:00;189,65;960;SQ9484;T8
364;07.01.2025;19:30:00;20:46:00;293,77;;SK2434;T24
365;01.02.2025;12:30:00;14:06:00;182,35;720;AI1298;T23
366;02.01.2025;11:30:00;12:34:00;264,42;660;AC7816;T25
367;17.04.2025;14:00:00;14:39:00;125,84;;;T28
368;31.12.2024;14:30:00;15:43:00;182,03;900;SK3956;T27
369;11.03.2025;13:30:00;14:27:00;295,34;640;UA1158;T23
370;21.01.2025;23:00:00;23:32:00;61,67;570;NZ4633;T18
371;09.04.2025;20:30:00;21:37:00;103,84;950;QR8922;T21
372;10.04.2025;21:30:00;22:59:00;230,96;710;UA8685;T30
373;20.04.2025;14:30:00;15:48:00;50,7;;AA5870;T8
374;06.01.2025;16:00:00;17:54:00;121,78;80;AA2358;T30
375;27.01.2025;13:00:00;13:34:00;155,99;510;DL9163;T27
376;22.05.2025;14:30:00;15:49:00;296,34;;;T18
377;01.05.2025;15:00:00;15:40:00;94,45;470;AV2754;T18
378;15.04.2025;21:30:00;22:06:00;326,46;440;AM2109;T22
379;10.02.2025;11:30:00;13:25:00;224,03;;;T24
380;29.04.2025;23:30:00;01:13:00;130,55;340;SA8759;T17
381;23.03.2025;18:00:00;19:16:00;35,2;540;LH1606;T14
382;09.04.2025;20:30:00;22:18:00;114,29;830;NZ6489;T16
383;24.03.2025;18:00:00;19:10:00;107,38;;AA6867;T11
384;21.02.2025;20:30:00;22:18:00;209,86;850;UA5839;T21
385;13.12.2024;22:30:00;23:27:00;191,01;;QF4544;T17
386;08.01.2025;15:30:00;16:37:00;299,29;;;T25
387;02.03.2025;16:00:00;17:54:00;552,91;520;AI9507;T27
388;18.04.2025;23:30:00;01:25:00;86,71;660;AC7816;T24
389;04.05.2025;15:30:00;17:19:00;349,78;870;NZ8627;T18
390;15.03.2025;11:00:00;12:51:00;238,52;;EK8568;T30
391;02.02.2025;14:00:00;15:17:00;129,04;130;KE7499;T19
392;26.01.2025;12:00:00;13:04:00;50,37;300;KL6936;T15
393;19.04.2025;11:30:00;12:53:00;71,02;;;T2
394;15.03.2025;20:00:00;21:01:00;288,35;;;T23
395;04.02.2025;13:30:00;15:13:00;178,56;;AV2754;T15
396;02.03.2025;18:30:00;19:59:00;116,13;;;T22
397;22.01.2025;16:30:00;18:23:00;257,35;830;NZ6489;T17
398;11.01.2025;16:30:00;17:43:00;373,55;560;WN5788;T25
399;22.02.2025;16:00:00;17:21:00;113,84;820;QR4584;T28
400;14.02.2025;20:00:00;21:39:00;78,07;460;BA2226;T19
401;22.12.2024;11:30:00;12:23:00;235,04;;;T25
402;09.02.2025;14:00:00;15:49:00;147,39;230;AA6867;T30
403;11.05.2025;15:30:00;16:26:00;16,33;260;NZ9915;T3
404;03.04.2025;17:30:00;19:08:00;116,67;10;IB8996;T29
405;01.12.2024;14:30:00;15:17:00;324,13;850;UA5839;T18
406;02.03.2025;23:30:00;01:08:00;332,32;190;WN7777;T31
